ncbi_taxon_id,relative_abundance,scientific_name,sample
28038,0.01201,Lactobacillus curvatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
-1,0.0086,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
1660,0.00834,Actinomyces odontolyticus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
1302,0.0071,Streptococcus gordonii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
1512,0.00681,[Clostridium] symbiosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
169435,0.00611,Anaerotruncus colihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
658086,0.00519,Lachnospiraceae bacterium 3_1_57FAA_CT1,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
2049028,0.00487,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
469614,0.00386,Erysipelotrichaceae bacterium 6_1_45,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
1547,0.00311,Erysipelatoclostridium ramosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
446660,0.00305,Adlercreutzia equolifaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
1264,0.00196,Ruminococcus albus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
1966354,0.00184,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
154046,0.00098,Hungatella hathewayi,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
-1,0.10139,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906455_at_taxonlevel_species.txt
39491,18.6661,[Eubacterium] rectale,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
820,14.2495,Bacteroides uniformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
457412,8.93405,Ruminococcus sp. 5_1_39BFAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
818,6.15088,Bacteroides thetaiotaomicron,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
821,5.70292,Bacteroides vulgatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
33039,5.02439,[Ruminococcus] torques,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
218538,4.53804,Dialister invisus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
208479,4.43181,[Clostridium] bolteae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
853,3.54041,Faecalibacterium prausnitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
357276,3.49388,Bacteroides dorei,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
246787,3.17099,Bacteroides cellulosilyticus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
2053618,1.81975,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
166486,1.81187,Roseburia intestinalis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
46503,1.64644,Parabacteroides merdae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
39492,1.49225,[Eubacterium] siraeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
39486,1.2692,Dorea formicigenerans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
47678,1.17282,Bacteroides caccae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
39488,1.12468,[Eubacterium] hallii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1945593,1.07147,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
216816,1.03346,Bifidobacterium longum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
665950,0.87907,Lachnospiraceae bacterium 3_1_46FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
33038,0.74121,[Ruminococcus] gnavus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
40520,0.72008,Blautia obeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
301301,0.55636,Roseburia hominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1226325,0.51116,Clostridium sp. KLE 1755,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1512,0.48069,[Clostridium] symbiosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
665956,0.41662,Subdoligranulum sp. 4_3_54A2FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
658089,0.37199,Lachnospiraceae bacterium 5_1_63FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1531,0.36232,[Clostridium] clostridioforme,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
239935,0.35821,Akkermansia muciniphila,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
261299,0.34566,Intestinibacter bartlettii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1869337,0.33205,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
649756,0.32932,Anaerostipes hadrus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
658086,0.24943,Lachnospiraceae bacterium 3_1_57FAA_CT1,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1929886,0.24736,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1304,0.2282,Streptococcus salivarius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1318,0.22244,Streptococcus parasanguinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
658081,0.21005,Lachnospiraceae bacterium 1_1_57FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
658085,0.19095,Lachnospiraceae bacterium 5_1_57FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
291645,0.18315,Bacteroides nordii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
658655,0.17979,Lachnospiraceae bacterium 1_4_56FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
84112,0.16732,Eggerthella lenta,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
410072,0.16565,Coprococcus comes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
457421,0.13077,Clostridiales bacterium 1_7_47FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
333367,0.12709,[Clostridium] asparagiforme,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
2137881,0.10964,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
154046,0.10177,Hungatella hathewayi,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
88431,0.07857,Dorea longicatena,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
61171,0.07735,Holdemania filiformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
53443,0.06868,Blautia hydrogenotrophica,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
471189,0.06261,Gordonibacter pamelaeae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
658657,0.06086,Erysipelotrichaceae bacterium 21_3,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1535,0.05541,[Clostridium] leptum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1547,0.03945,Erysipelatoclostridium ramosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
658087,0.03351,Lachnospiraceae bacterium 7_1_58FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1343,0.03259,Streptococcus vestibularis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
358743,0.0281,[Clostridium] citroniae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
292800,0.02518,Flavonifractor plautii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
29466,0.02303,Veillonella parvula,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1309,0.01993,Streptococcus mutans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1926307,0.01914,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
562,0.01602,Escherichia coli,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
457422,0.01541,Erysipelotrichaceae bacterium 2_2_44A,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
28125,0.01461,Prevotella bivia,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1884818,0.01284,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
76860,0.01274,Streptococcus constellatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1872531,0.00991,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
169435,0.00806,Anaerotruncus colihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
29347,0.00697,[Clostridium] scindens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
55565,0.00658,Actinomyces graevenitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
1302,0.00507,Streptococcus gordonii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
469614,0.00205,Erysipelotrichaceae bacterium 6_1_45,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
54005,0.00115,Peptoniphilus harei,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
552398,0.00092,Ruminococcaceae bacterium D16,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
-1,2.84217e-14,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906456_at_taxonlevel_species.txt
411489,11.6684,Clostridium sp. L2-50,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
2053618,10.3498,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
853,8.58962,Faecalibacterium prausnitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
457412,7.61078,Ruminococcus sp. 5_1_39BFAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
820,6.38091,Bacteroides uniformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
360807,4.76166,Roseburia inulinivorans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
39485,4.36027,[Eubacterium] eligens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
28111,3.94529,Bacteroides eggerthii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
40518,3.62163,Ruminococcus bromii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
39488,3.14044,[Eubacterium] hallii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
821,2.66711,Bacteroides vulgatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
33039,2.11941,[Ruminococcus] torques,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
301301,1.64293,Roseburia hominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
410072,1.51352,Coprococcus comes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
28117,1.32792,Alistipes putredinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
208479,1.19903,[Clostridium] bolteae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
28116,1.14064,Bacteroides ovatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
246787,1.01562,Bacteroides cellulosilyticus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
658081,1.01465,Lachnospiraceae bacterium 1_1_57FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
39496,0.99498,Eubacterium ventriosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
658089,0.91246,Lachnospiraceae bacterium 5_1_63FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
46503,0.8702,Parabacteroides merdae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1680,0.85956,Bifidobacterium adolescentis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
239935,0.79283,Akkermansia muciniphila,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
39486,0.6665,Dorea formicigenerans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
74426,0.61191,Collinsella aerofaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
40520,0.60707,Blautia obeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
47678,0.58497,Bacteroides caccae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
328812,0.45952,Parabacteroides goldsteinii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
291645,0.42215,Bacteroides nordii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
665950,0.42024,Lachnospiraceae bacterium 3_1_46FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
626933,0.39882,Odoribacter laneus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
328813,0.39104,Alistipes onderdonkii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
39492,0.38862,[Eubacterium] siraeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
357276,0.38641,Bacteroides dorei,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
2049040,0.3781,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1929485,0.34302,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
39490,0.33301,Eubacterium ramulus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1945593,0.26777,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
823,0.26382,Parabacteroides distasonis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
166486,0.26069,Roseburia intestinalis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
649756,0.23569,Anaerostipes hadrus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1366,0.22568,Lactococcus raffinolactis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
818,0.16854,Bacteroides thetaiotaomicron,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
28025,0.1622,Bifidobacterium animalis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
658087,0.16184,Lachnospiraceae bacterium 7_1_58FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
116085,0.15529,Coprococcus catus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
12908,0.12735,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1304,0.12506,Streptococcus salivarius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1965233,0.10618,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1872531,0.09395,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
216816,0.0825,Bifidobacterium longum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
2173,0.08058,Methanobrevibacter smithii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
40545,0.05999,Sutterella wadsworthensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
333367,0.05269,[Clostridium] asparagiforme,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
847,0.05182,Oxalobacter formigenes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
61171,0.04368,Holdemania filiformis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1318,0.03906,Streptococcus parasanguinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
66852,0.03805,Methanobrevibacter sp.,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1245,0.03363,Leuconostoc mesenteroides,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
35833,0.03066,Bilophila wadsworthia,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
876,0.02976,Desulfovibrio desulfuricans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
2040332,0.02758,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
446660,0.02244,Adlercreutzia equolifaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
371601,0.02008,Bacteroides xylanisolvens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
658655,0.01994,Lachnospiraceae bacterium 1_4_56FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1308,0.01867,Streptococcus thermophilus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
469610,0.01444,Burkholderiales bacterium 1_1_47,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1535,0.01437,[Clostridium] leptum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
457421,0.01235,Clostridiales bacterium 1_7_47FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1358,0.01176,Lactococcus lactis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
55565,0.00867,Actinomyces graevenitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1070699,0.00829,Clostridiaceae bacterium JC118,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
487175,0.0077,Parasutterella excrementihominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1118061,0.00622,Alistipes obesi,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
358743,0.00607,[Clostridium] citroniae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
658086,0.00351,Lachnospiraceae bacterium 3_1_57FAA_CT1,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1926307,0.00338,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
626932,0.00224,Alistipes indistinctus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
113107,0.00216,Streptococcus australis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
658657,0.00215,Erysipelotrichaceae bacterium 21_3,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
1288121,0.00073,Alistipes senegalensis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
-1,7.99982,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906462_at_taxonlevel_species.txt
39491,26.3355,[Eubacterium] rectale,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
40518,19.7581,Ruminococcus bromii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
2053618,13.8632,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
457412,6.54429,Ruminococcus sp. 5_1_39BFAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
88431,4.32339,Dorea longicatena,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
1680,3.59914,Bifidobacterium adolescentis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
39488,2.71659,[Eubacterium] hallii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
751585,2.28988,Coprococcus sp. ART55/1,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
658081,2.28795,Lachnospiraceae bacterium 1_1_57FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
410072,2.13001,Coprococcus comes,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
40520,2.02966,Blautia obeum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
74426,1.88345,Collinsella aerofaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
1681,1.41614,Bifidobacterium bifidum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
1686,1.30978,Bifidobacterium catenulatum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
33039,1.2847,[Ruminococcus] torques,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
216816,1.15874,Bifidobacterium longum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
853,0.79501,Faecalibacterium prausnitzii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
116085,0.70076,Coprococcus catus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
39490,0.69905,Eubacterium ramulus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
39486,0.66471,Dorea formicigenerans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
239935,0.53802,Akkermansia muciniphila,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
261299,0.40909,Intestinibacter bartlettii,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
218538,0.34444,Dialister invisus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
1304,0.30584,Streptococcus salivarius,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
246787,0.26001,Bacteroides cellulosilyticus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
39496,0.24367,Eubacterium ventriosum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
301301,0.21325,Roseburia hominis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
1535,0.19346,[Clostridium] leptum,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
649756,0.16652,Anaerostipes hadrus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
28117,0.12005,Alistipes putredinis,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
821,0.11094,Bacteroides vulgatus,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
360807,0.10533,Roseburia inulinivorans,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
12908,0.10144,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
446660,0.07844,Adlercreutzia equolifaciens,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
2049040,0.07571,Unknown,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
47678,0.07369,Bacteroides caccae,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
665950,0.06596,Lachnospiraceae bacterium 3_1_46FAA,relative_abundance_for_curated_sample_PRJEB1786-SAMEA1906465_at_taxonlevel_species.txt
